epoch,loss,val_loss
0,4.312133757691634,3.2986774898371296
1,3.1786898224931455,3.1086570180703825
2,2.9998931387322934,2.89784386862435
3,3.0370634563995944,2.9222134054152598
4,2.9038398316172747,2.8796330288267873
5,2.836115000292391,2.8373552694448976
6,2.8008844879973984,2.73282658311343
7,2.753670260396193,2.7416319086828453
8,2.7478750600646515,2.7188030772976575
9,2.6910368578280237,2.679373817415337
10,2.694840001879048,2.660659348364784
11,2.642607645529952,2.6045930771668515
12,2.6132546598203854,2.593225690697222
13,2.640849487942358,2.9001059123515844
14,2.6716783091944474,2.5882342158708633
15,2.5832330856153365,2.550200011638723
16,2.552896154530466,2.529348592349529
17,2.5360097959060077,2.6104105942036657
18,2.5169818976639955,2.483158056452076
19,2.495744905435624,2.4800149723256353
20,2.512954866219605,2.5449539631471505
21,2.5215726129571814,2.481216474855249
22,2.471039989768092,2.446268551730967
23,2.512130626923531,2.4850384580833613
24,2.4726001702773774,2.4570875443447626
25,2.4969724163685854,2.5605626685974547
26,2.469432235688202,2.4344656552969073
27,2.4348858847941344,2.437355598764272
28,2.42375175460974,2.4234272867040247
29,2.4271321924295477,2.509838733378488
30,2.6223449360197693,2.9918965118467127
31,2.5448329643351437,2.4587854388702195
32,2.450639990440556,2.422899953749979
33,2.4062077423025237,2.3847341706162375
34,2.3966554253285777,2.38481028090678
35,2.3904229835690827,2.3806964028932946
36,2.388485192112181,2.377673325636046
37,2.385571755533975,2.3795514112690164
38,2.3821488374848188,2.381143424067856
39,2.378890195931811,2.374244010323723
40,2.3756766620435212,2.3664283485156004
41,2.375893803608608,2.3742398689442985
41,2.3499389799017654,2.319725549452686
42,2.339477295649832,2.3266523154030168
43,2.3292017146224886,2.312803369050722
44,2.3335069950983978,2.366991266066243
45,2.3182048475940924,2.3168989969357128
46,2.3183552737128275,2.3404132705692278
47,2.3167058133300373,2.293958167739929
48,2.3135127248926053,2.3255136023722423
49,2.3130746929043493,2.2776151588441844
50,2.3054291649868612,2.285849231716169
51,2.296435573324008,2.2570443762792065
52,2.2874670139578885,2.2535535113159315
53,2.2835861199684273,2.2586593348764934
54,2.2874896849969346,2.3618703250808983
55,2.2866571670748033,2.2297105089490783
56,2.2823412959064053,2.2465282403597144
57,2.275750703589861,2.294872653145783
58,2.2618065893738533,2.227228656002818
59,2.2561643241990543,2.211924986751387
60,2.256564550464271,2.2189099239839747
61,2.2420260125254123,2.2424252931312596
62,2.2517565783545184,2.1821871837336566
63,2.238012449469638,2.1660886618647934
64,2.230379443111228,2.2464851859082735
65,2.2333124699656293,2.2075648704570625
66,2.224658777036231,2.185755254976418
67,2.216455531950027,2.2035555130341304
68,2.2161544536415665,2.15008486273518
69,2.2080494673480575,2.1793590376017162
70,2.2148944755090496,2.152863501195713
71,2.1946407071084804,2.2500881359953753
72,2.202024642064118,2.172685016728065
73,2.1981243381361826,2.145022670487355
74,2.1856974039104498,2.196423380067233
75,2.193487914308903,2.201749025438933
76,2.186580969047452,2.1882358710446286
77,2.1813964054526696,2.113449445338646
78,2.17554273515689,2.213556227900225
79,2.1850758939416184,2.109373887617551
79,2.175520334545779,2.1422884322899636
80,2.163712703845455,2.102735373411953
81,2.1715021547892888,2.1511485867673743
82,2.163659584005143,2.1127196755288074
83,2.16183176454333,2.1197907584902653
84,2.1514778130128795,2.1437236969305853
85,2.1515577705282913,2.1037904435743666
86,2.116869310724761,2.0534339490433386
87,2.0963649859468516,2.0691854916939882
88,2.0872950478786096,2.0351216731287676
89,2.084222456458455,2.0358454401836386
90,2.077422627576129,2.052549651326026
91,2.093113365492647,2.031352312219161
92,2.08270616962358,2.041065793400923
93,2.1000994522737115,2.047079128712995
94,2.0883376921204357,2.0379187791099227
95,2.0808692106649307,2.0171586653458045
96,2.079580528496634,2.0308064395180376
97,2.079762811454711,2.026714689766048
98,2.0814036757525645,2.012307309961818
99,2.06962682615702,2.018591875333838
100,2.060856382470382,2.0458382444709584
101,2.0592187787171894,2.0216480564227672
102,2.060590880274596,2.037128362717412
103,2.05965622403766,2.0140032663711223
104,2.0673226455680296,2.0393129545001765
105,2.06687490196486,2.0404152760888192
106,2.058342743722122,2.0071242813097045
107,2.050287617289074,2.000775347673067
108,2.050317024960487,1.995641650996757
109,2.0584116173954503,2.0053081767857224
110,2.040629014508,2.02340522213961
111,2.055273531612597,2.01641025083482
112,2.0463801392937935,2.0006267009354017
113,2.0475284702094028,1.9956832618694371
114,2.049031027154169,2.0103027729710123
115,2.0475562818565916,2.011391502027792
116,2.049059124191897,1.993357854573716
117,2.0532298155710205,2.005304007964997
118,2.057751818594318,2.0566966560983397
119,2.0421672585221695,1.9903053657653382
120,2.0378093667182124,1.999401409648578
121,2.0452289734660605,1.9801256238493565
