epoch,loss,val_loss
0,6.767728641012759,5.400366308680802
1,5.2273353749722515,5.054911183669428
2,4.915560638584895,4.71230720226362
3,4.751412379360199,4.577346605035756
4,4.619312296390036,4.525955838591647
5,4.535930609845944,4.465667206788455
6,4.498383597595221,4.387770585652662
7,4.4431660825434935,4.335921130847979
8,4.3905007965571805,4.290598751361773
9,4.348243006936493,4.256695343002373
10,4.336954355793177,4.392542075208009
11,4.273358150801653,4.251280725922938
