epoch,loss,val_loss
0,3.941795842885971,3.243504974083697
1,3.0767555480003357,3.0735424268754468
2,2.7990918650627137,2.7890059998563315
3,2.6283376269340515,2.6176884297463334
4,2.502262526154518,2.654873269089436
5,2.431881407380104,2.6218081553627144
6,2.376505274653435,2.906311605483174
7,2.3303303060531615,2.5250634769875044
8,2.2950962833166124,2.3698738599211446
9,2.266841541171074,2.4002472490838214
10,2.242493698358536,2.350882396274118
11,2.2270221269130706,2.4037939504024357
12,2.214063432097435,2.6039499218130526
13,2.1907401684522627,2.4189163008772856
14,2.195389104247093,2.3936743729239898
15,2.1589140745401383,2.3258987647186777
16,2.1498229100704194,2.3421230331059757
17,2.148445737361908,2.367938271082676
18,2.13957288146019,2.3618035967747466
19,2.142845002532005,2.2850949569739027
20,2.1226824350357054,2.4888692411491538
21,2.1268657385110856,2.3225601112693584
22,2.11119768178463,2.338248204858875
23,2.116379215836525,2.287735936973939
24,2.1097854763269424,2.343176004122631
25,2.0992994837760923,2.3270601239077355
26,2.0969389765262605,2.430887505401561
27,2.086761394739151,2.372264462016546
28,2.0832368197441102,2.5154785460049576
29,2.0835887722969053,2.303192403372153
30,2.072639419078827,2.4345091795814513
31,2.076288391470909,2.4055821398074153
32,1.9435606454610825,2.142248567953562
33,1.9080888652801513,2.140121300556108
34,1.9020019142627715,2.203651496273986
35,1.8881869226694108,2.098751356511205
36,1.8693410974740983,2.120638137295459
37,1.8784897172451018,2.1216576817012625
38,1.8582068421840667,2.115557023051549
39,1.8573490545749665,2.215094219623549
